,doi,file,r32,r36,r40,result,success,publicationDate,publisher,subject,type,name
136,doi:10.7910/DVN/LUGBL1,ButlerHomola_Excludability_Analysis.R,"Error in eval(expr, envir, enclos) : could not find function 'stargazer'","Error in stargazer(d, e, f, g, omit.stat = c('f', 'ser', 'adj.rsq'), star.cutoffs = c(0.1,  :   could not find function 'stargazer'","Error in stargazer(d, e, f, g, omit.stat = c('f', 'ser', 'adj.rsq'), star.cutoffs = c(0.1,  :   could not find function 'stargazer'","Error in stargazer(d, e, f, g, omit.stat = c('f', 'ser', 'adj.rsq'), star.cutoffs = c(0.1,  :   could not find function 'stargazer'",0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
137,doi:10.7910/DVN/LUGBL1,ButlerHomola_Excludability_Appendix.R,success,success,success,success,1,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
138,doi:10.7910/DVN/FCHU0J,1_lift_data_cleaner.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences,RESEARCH_PROJECTS,Lock in Feedback Dataverse
139,doi:10.7910/DVN/FCHU0J,2_demographics_data_cleaner.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences,RESEARCH_PROJECTS,Lock in Feedback Dataverse
140,doi:10.7910/DVN/FCHU0J,3_lift_and_demo_merge_data.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences,RESEARCH_PROJECTS,Lock in Feedback Dataverse
141,doi:10.7910/DVN/FCHU0J,4_demographics.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences,RESEARCH_PROJECTS,Lock in Feedback Dataverse
142,doi:10.7910/DVN/FCHU0J,5_descriptives.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences,RESEARCH_PROJECTS,Lock in Feedback Dataverse
143,doi:10.7910/DVN/FCHU0J,6_NHST.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences,RESEARCH_PROJECTS,Lock in Feedback Dataverse
144,doi:10.7910/DVN/FCHU0J,fig1.R,"Error in eval(expr, envir, enclos) : could not find function 'theme_set'","Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'figs/Figure1.pdf'","Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'figs/Figure1.pdf'","Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'figs/Figure1.pdf'",0,2016,trackingdecoy,Computer and Information Science;Physics;Social Sciences,RESEARCH_PROJECTS,Lock in Feedback Dataverse
151,doi:10.7910/DVN/4U6TQA,Online Appendix.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta'",Error in read.dta('criteria.dta') : could not find function 'read.dta',Error in read.dta('criteria.dta') : could not find function 'read.dta',Error in read.dta('criteria.dta') : could not find function 'read.dta',0,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
156,doi:10.7910/DVN/RVV3YW,AMBoot.R,"Error in eval(expr, envir, enclos) : could not find function 'aldmck'","Error in aldmck(aldmckspace, respondent = 1, polarity = 2, missing = c(8,  :   could not find function 'aldmck'","Error in aldmck(aldmckspace, respondent = 1, polarity = 2, missing = c(8,  :   could not find function 'aldmck'","Error in aldmck(aldmckspace, respondent = 1, polarity = 2, missing = c(8,  :   could not find function 'aldmck'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
157,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore1.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
158,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore2.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
159,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore3.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
160,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore4.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
161,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore5.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
162,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore6.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
163,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore7.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
164,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore8.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
167,doi:10.7910/DVN/RVV3YW,Preprocessing_and_Summary.R,,success,,success,1,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
168,doi:10.7910/DVN/RVV3YW,neuro-formal-plot.R,,success,,success,1,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
169,doi:10.7910/DVN/IVPBRF,civil_peace_data_and_pca.r,"Error in eval(expr, envir, enclos) :   could not find function 'countrycode'","Error in countrycode(ed.new$country, 'country.name', 'cown') :   could not find function 'countrycode'","Error in countrycode(ed.new$country, 'country.name', 'cown') :   could not find function 'countrycode'","Error in countrycode(ed.new$country, 'country.name', 'cown') :   could not find function 'countrycode'",0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
170,doi:10.7910/DVN/IVPBRF,sppo_substantive_replication.r,Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory',Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory',Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory',Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory',0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
175,doi:10.7910/DVN/RXYHGK,Demo_Desenveco.R,"Error in match(names(attrib), specials) : reached elapsed time limit",Error : `path` does not exist: 'Demo_Desenveco.xlsx',Error : `path` does not exist: 'Demo_Desenveco.xlsx',Error : `path` does not exist: 'Demo_Desenveco.xlsx',0,2019,Demo_Desenveco,Social Sciences,RESEARCHERS,Jenifer Santana Dataverse
176,doi:10.7910/DVN/GXX1TS,adj.R,Error in basename(pkg) : reached elapsed time limit,Error in read.dta13('../ab_04-14.dta') :   could not find function 'read.dta13',Error in read.dta13('../ab_04-14.dta') :   could not find function 'read.dta13',Error in read.dta13('../ab_04-14.dta') :   could not find function 'read.dta13',0,2019,borbademiranda,Social Sciences,RESEARCH_PROJECTS,Lucas Borba Dataverse
179,doi:10.7910/DVN/DAC9NX,ei_cr_isq.R,"Error in eval(expr, envir, enclos) : could not find function 'ei'","Error in ei(formula = formula, total = 'electores', data = ei2) :   could not find function 'ei'","Error in ei(formula = formula, total = 'electores', data = ei2) :   could not find function 'ei'","Error in ei(formula = formula, total = 'electores', data = ei2) :   could not find function 'ei'",0,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
180,doi:10.7910/DVN/7ZZKC7,METEC_comparator.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0,2020,pomelo_metec_2019,Other,RESEARCHERS,PoMELO METEC 2019 Data and Reporting
181,doi:10.7910/DVN/7ZZKC7,METEC_equipment_groups.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0,2020,pomelo_metec_2019,Other,RESEARCHERS,PoMELO METEC 2019 Data and Reporting
182,doi:10.7910/DVN/7ZZKC7,METEC_plotter.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0,2020,pomelo_metec_2019,Other,RESEARCHERS,PoMELO METEC 2019 Data and Reporting
183,doi:10.7910/DVN/7ZZKC7,METEC_replication_repairs.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0,2020,pomelo_metec_2019,Other,RESEARCHERS,PoMELO METEC 2019 Data and Reporting
184,doi:10.7910/DVN/7ZZKC7,METEC_results_post.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0,2020,pomelo_metec_2019,Other,RESEARCHERS,PoMELO METEC 2019 Data and Reporting
185,doi:10.7910/DVN/7ZZKC7,sd_quadrature.R,success,success,success,success,1,2020,pomelo_metec_2019,Other,RESEARCHERS,PoMELO METEC 2019 Data and Reporting
186,doi:10.7910/DVN/7ZZKC7,unit_conversions.R,success,success,success,success,1,2020,pomelo_metec_2019,Other,RESEARCHERS,PoMELO METEC 2019 Data and Reporting
192,doi:10.7910/DVN/FSNEZY,smith-2019-covert-final-tidy-output-functions.R,,success,,success,1,2019,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
195,doi:10.7910/DVN/IKDTPZ,gnt_analysis.R,Error in basename(pkg) : reached elapsed time limit,"Error in stargazer(model.cp1a, model.cp1, model.cp2a, model.cp2, style = 'apsr',  :   could not find function 'stargazer'","Error in stargazer(model.cp1a, model.cp1, model.cp2a, model.cp2, style = 'apsr',  :   could not find function 'stargazer'","Error in stargazer(model.cp1a, model.cp1, model.cp2a, model.cp2, style = 'apsr',  :   could not find function 'stargazer'",0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
200,doi:10.7910/DVN/IJ2OQJ,create_figure_1.R,"Error in eval(expr, envir, enclos) : could not find function 'attach.all'",Error in attach.all(roll.call.merged) :   could not find function 'attach.all',Error in attach.all(roll.call.merged) :   could not find function 'attach.all',Error in attach.all(roll.call.merged) :   could not find function 'attach.all',0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
201,doi:10.7910/DVN/3Q79C3,dietrichcrabtree.R,Error in loadNamespace(name) : there is no package called 'rio',Error in loadNamespace(name) : there is no package called 'rio',Error in loadNamespace(name) : there is no package called 'rio',Error in loadNamespace(name) : there is no package called 'rio',0,2019,NickDietrich,Social Sciences,RESEARCHERS,Nick Dietrich Dataverse
